まとめよう,2.3343139685041794
出産,15.969029937415225
原点,5.835784921260449
現在学生,11.671569842520897
圏,5.835784921260449
上行政,5.835784921260449
情報ネットワーク,3.890523280840299
妖怪,2.9178924606302243
地,8.871683298564013
もっと気さく,5.835784921260449
悩み,11.129929956380309
世話,3.890523280840299
出生,3.890523280840299
機織り,3.890523280840299
達成感,3.890523280840299
メス,5.835784921260449
カテゴリー分け,5.835784921260449
貸与,1.6673671203601281
事業者さん,2.9178924606302243
活動団体,5.835784921260449
新制度,5.835784921260449
設定,5.835784921260449
SNS,8.871683298564013
力,6.210178308994809
人,98.42845659615688
たまたま手,11.671569842520897
一歩,11.671569842520897
契機,2.3343139685041794
窓口,3.890523280840299
立場,15.969029937415225
販売,3.890523280840299
ご近所さん,3.890523280840299
シニアクラブ,11.671569842520897
状況,11.671569842520897
多岐,11.671569842520897
ヴィジョン,5.835784921260449
お声がけ,2.3343139685041794
都合,5.835784921260449
ありがとう,37.85050592662757
落とし,5.835784921260449
希望,18.27681026195315
飼うこと,5.835784921260449
ダイバーシティー,10.646019958276817
手づくり,6.210178308994809
生活の質,3.890523280840299
糸,2.9178924606302243
最初,5.835784921260449
国民全て,5.835784921260449
づくり市,3.890523280840299
実施事業内容,1.6673671203601281
教室,5.835784921260449
歳,11.671569842520897
手段,9.73180806155947
立派,11.671569842520897
損失,5.835784921260449
ちょっと抵抗,11.671569842520897
意識,24.704757218659793
分析,15.969029937415225
公式,3.890523280840299
重大,11.671569842520897
掲示,5.835784921260449
多様性,38.83085252182844
陶芸作品,2.9178924606302243
異質,5.835784921260449
たち,1.6673671203601281
合うシステム,10.646019958276817
才能,5.069533313465151
各個人個人,11.671569842520897
早帰りＯＫ,11.671569842520897
所謂,7.984514968707613
埼玉県富士見市,5.835784921260449
伝承文化,2.9178924606302243
自身,2.9178924606302243
注意,5.835784921260449
一般市民,3.890523280840299
一番,15.969029937415225
選択肢,3.890523280840299
コラボレーション,3.890523280840299
岩城名古屋副市長,3.890523280840299
申し訳,21.292039916553634
知るところ,11.671569842520897
市,22.079461790532747
布,2.9178924606302243
全て,8.753677381890673
県内,3.890523280840299
フォーカス,5.835784921260449
面白い,5.835784921260449
完結,5.835784921260449
キーワード,3.890523280840299
曲解,5.835784921260449
最後,5.835784921260449
１６区,5.835784921260449
個性的,5.835784921260449
趣味,24.08668558967209
一度,23.65656620414223
月,5.835784921260449
